Team Number,Advisor,Problem,Ranking,Institution ID
39838,Yang Liu,A,Successful Participant,180
39839,Yang Liu,A,Successful Participant,180
39840,Yang Liu,A,Successful Participant,180
39841,Yang Liu,A,Successful Participant,180
39842,Yang Liu,B,Successful Participant,180
39843,Aijiao Deng,B,Successful Participant,798
39844,Aijiao Deng,A,Successful Participant,798
39845,Yang Liu,A,Successful Participant,180
39846,Zhuang Ma,A,Successful Participant,180
39847,Na Sun,B,Successful Participant,362
39848,Zhuang Ma,D,Successful Participant,180
39849,Zhuang Ma,A,Successful Participant,180
39850,Zhuang Ma,D,Honorable Mention,180
39851,Bingtuan Wang,D,Honorable Mention,392
39852,Zhuang Ma,B,Successful Participant,180
39853,Zhuang Ma,D,Honorable Mention,180
39854,Ruan Xiaojun,A,Successful Participant,652
39855,Mei Wang,A,Successful Participant,180
39856,Mei Wang,A,Successful Participant,180
39857,Bingtuan Wang,B,Successful Participant,392
39858,Hanfang Yang,D,Honorable Mention,39
39859,Ruan Xiaojun,A,Successful Participant,652
39860,Mei Wang,A,Honorable Mention,180
39861,Mei Wang,A,Honorable Mention,180
39862,Mei Wang,A,Successful Participant,180
39863,Ruan Xiaojun,A,Honorable Mention,652
39864,Jinxing Zhao,A,Successful Participant,180
39865,Zuoqiang Shi,A,Successful Participant,207
39866,Na Sun,A,Honorable Mention,362
39867,Zhao Yang,B,Successful Participant,652
39868,Jinzhi Li,B,Successful Participant,128
39869,Zhao Yang,A,Successful Participant,652
39870,Guangdong Huang,D,Meritorious,557
39871,Yanhua Cao,A,Successful Participant,70
39872,Zhao Yang,A,Successful Participant,652
39873,Guanghui Chen,A,Successful Participant,665
39874,Na Sun,C,Honorable Mention,362
39875,Tang Yuchao,B,Meritorious,652
39876,Tang Yuchao,A,Successful Participant,652
39877,Zhenghui Liu,A,Successful Participant,760
39878,Zhihong Luo,A,Successful Participant,28
39879,Zhengyang Mei,C,Honorable Mention,262
39880,Guangshuang Duan,A,Successful Participant,760
39881,Zhengyang Mei,D,Honorable Mention,262
39882,Tang Yuchao,A,Successful Participant,652
39883,Cai Yong,B,Meritorious,652
39884,Cai Yong,A,Successful Participant,652
39885,HONGFENG GUO,A,Honorable Mention,799
39886,Jia-you LIU,D,Successful Participant,76
39887,Zhen Wang,D,Honorable Mention,22
39888,Zhan Wang,B,Successful Participant,63
39889,Zhengyang Mei,B,Successful Participant,262
39890,Qingbiao WANG,D,Honorable Mention,76
39891,Fa-li YIN,D,Honorable Mention,76
39892,Jufeng Wang,B,Successful Participant,800
39893,Yong ZUO,A,Meritorious,6
39894,Lu Zhang,A,Successful Participant,20
39895,Yong ZUO,A,Successful Participant,6
39896,Qingjie Yin,A,Successful Participant,713
39897,Zhanyong Zou,B,Honorable Mention,665
39898,Lan Zhang,A,Successful Participant,801
39899,Zhi-juan PENG,D,Honorable Mention,802
39900,Qingbiao WANG,D,Successful Participant,76
39901,Qingbiao WANG,D,Successful Participant,76
39902,Zhengyang Mei,B,Honorable Mention,262
39903,Baodong LIU,B,Successful Participant,210
39904,Genhong Ding,A,Honorable Mention,184
39905,Qing-biao WANG,D,Successful Participant,76
39906,Xiaoming Fan,D,Successful Participant,138
39907,Gendai Gu,A,Successful Participant,261
39908,Zheng Shao Yong,A,Successful Participant,28
39909,Genhong Ding,B,Successful Participant,184
39910,Yunfei Shao,B,Successful Participant,96
39911,Genhong Ding,B,Successful Participant,184
39912,Xue Luo,B,Successful Participant,1
39913,Mi Xiao,A,Successful Participant,303
39914,Genhong Ding,D,Successful Participant,184
39915,Shuhuan Liu,D,Honorable Mention,319
39916,Zixiong Peng,C,Honorable Mention,138
39917,Genhong Ding,A,Successful Participant,184
39918,Zhengyang Mei,C,Honorable Mention,262
39919,Zhibin Huang,A,Successful Participant,6
39920,Jianfeng Wu,D,Honorable Mention,26
39921,Shizhe Gao,A,Meritorious,9
39922,Weihua Li,A,Successful Participant,156
39923,Geng xin Zheng,B,Successful Participant,128
39924,Xuqiang Mao,A,Honorable Mention,71
39925,Ke Yi,A,Honorable Mention,803
39926,Jianxin Huang,A,Successful Participant,804
39927,YuanMing Hu,B,Successful Participant,25
39928,Jianxin Huang,A,Honorable Mention,804
39929,Tianyu Wo,D,Honorable Mention,1
39930,Zhuangchu Luo,A,Honorable Mention,25
39931,Chuan Ding,C,Successful Participant,16
39932,Zhan Wang,B,Successful Participant,63
39933,WenHua Gao,B,Successful Participant,163
39934,Heng Liang,A,Honorable Mention,207
39935,Lingfeng Zhou,B,Successful Participant,143
39936,Wu Jianbo,D,Successful Participant,6
39937,Zhengyang Mei,B,Meritorious,805
39938,Suo Xinli,D,Successful Participant,806
39939,Jingheng Cai,A,Successful Participant,5
39940,MengHong Bao,D,Successful Participant,163
39941,Yu Ding,A,Successful Participant,699
39942,Zhihao Ge,D,Honorable Mention,554
39943,MengHong Bao,A,Successful Participant,163
39944,Yongfu Yang,A,Honorable Mention,184
39945,Suo Xinli,B,Successful Participant,806
39946,MengHong Bao,A,Successful Participant,163
39947,MengHong Bao,B,Successful Participant,163
39948,Weiguo Gao,A,Successful Participant,26
39949,Wenhua Hou,B,Successful Participant,9
39950,Zhou Shengwu,D,Meritorious,806
39951,Chunfu Jia,A,Successful Participant,9
39952,MengHong Bao,A,Successful Participant,163
39953,Zhou Shengwu,B,Successful Participant,806
39954,Zuguo He,A,Successful Participant,6
39955,Wenhao Zhang,A,Successful Participant,22
39956,Zuguo He,A,Successful Participant,6
39957,Zhang Xingyong,B,Successful Participant,806
39958,Zhang Xingyong,A,Successful Participant,806
39959,Yongfu Yang,D,Meritorious,184
39960,Xizhen Liu,A,Meritorious,807
39961,Yan Zhang,A,Successful Participant,806
39962,Yan Zhang,A,Successful Participant,806
39963,Duan Ziming,B,Successful Participant,806
39964,Duan Ziming,A,Successful Participant,806
39965,Han Miao,A,Successful Participant,806
39966,Yong ZUO,A,Honorable Mention,6
39967,Liang Gao,B,Honorable Mention,805
39968,Song Xiaoqiu,A,Successful Participant,806
39969,Jifeng Chu,A,Honorable Mention,184
39970,Xiaoming Fan,D,Honorable Mention,138
39971,Donghong Tian,B,Successful Participant,794
39972,Hu SHAO,A,Honorable Mention,806
39973,Guocan Feng,C,Honorable Mention,28
39974,Donghong Tian,A,Successful Participant,794
39975,Gu Xinjiang,B,Successful Participant,262
39976,AIJIAO DENG,B,Successful Participant,808
39977,Jianxin Zhu,A,Successful Participant,63
39978,Lamei He,A,Successful Participant,3
39979,Chiyuan Ren,B,Successful Participant,794
39980,Wang Haijun,B,Successful Participant,806
39981,Chiyuan Ren,B,Honorable Mention,794
39982,Zongxiang Wu,B,Successful Participant,806
39983,Chao Min,B,Honorable Mention,794
39984,Heng Mao,A,Successful Participant,47
39985,Ran Wang,A,Successful Participant,20
39986,Changdong Wang,B,Unsuccessful,28
39987,Chao Wang,A,Successful Participant,9
39988,Peng GAO,A,Successful Participant,1
39989,Qing Liu,A,Successful Participant,205
39990,Shenquan Liu,D,Meritorious,205
39991,Yilai Peng,B,Meritorious,47
39992,Xiaofan He,A,Successful Participant,1
39993,Xinhui Mao,A,Successful Participant,205
39994,Jie Liu,A,Successful Participant,9
39995,Bo Xie,B,Honorable Mention,205
39996,Xinhui Mao,A,Successful Participant,205
39997,Weijian Ding,B,Honorable Mention,205
39998,Ping Huang,C,Successful Participant,205
39999,Haishan Han,B,Successful Participant,682
40000,Shenquan Liu,D,Meritorious,205
40001,Weijian Ding,B,Successful Participant,205
40002,Qing Liu,C,Honorable Mention,205
40003,Shenquan Liu,B,Successful Participant,205
40004,Bo Xie,A,Honorable Mention,205
40005,Ping Huang,A,Successful Participant,205
40006,Qing Liu,D,Honorable Mention,205
40007,Peiguang Lin,A,Successful Participant,369
40008,Bo Xie,D,Honorable Mention,205
40009,Shenquan Liu,B,Honorable Mention,205
40010,Guangdong Huang,A,Successful Participant,706
40011,Yongkuan Cheng,B,Honorable Mention,205
40012,Jianxin Zhu,A,Successful Participant,63
40013,Yongan Qin,A,Successful Participant,205
40014,Bo Xie,A,Successful Participant,205
40015,Ping Huang,B,Successful Participant,205
40016,Guangdong HUANG,D,Honorable Mention,233
40017,Fangwen Lu,A,Successful Participant,39
40018,Long Zheng Ping,A,Honorable Mention,647
40019,Lenian He,B,Honorable Mention,63
40020,Yuan Ming Hu,D,Successful Participant,809
40021,Zhenyu Zhang,B,Honorable Mention,289
40023,Guanghui Chen,A,Successful Participant,700
40024,Jigang Wu,A,Successful Participant,214
40025,Linping Peng,B,Successful Participant,1
40026,Jianwen Zhang,A,Successful Participant,99
40027,Guojun Wang,B,Successful Participant,63
40028,Wenye Yan,A,Successful Participant,16
40029,Gang Hu,A,Honorable Mention,9
40030,Long Zheng Ping,A,Honorable Mention,647
40031,Na Zhao,A,Successful Participant,9
40032,Qiang Zhang,C,Successful Participant,1
40033,Xiangjun Wang,D,Successful Participant,262
40034,Hui Min,A,Successful Participant,810
40035,Xiaojun Pei,A,Successful Participant,6
40036,Wu Cong Wei,B,Successful Participant,647
40037,Na Zhao,A,Honorable Mention,9
40038,Zhang Hui,B,Honorable Mention,647
40039,Baodong LIU,D,Meritorious,210
40040,Fang Mao Yan,A,Successful Participant,647
40041,Zhandong Xu,A,Successful Participant,87
40042,Fang Mao Yan,B,Successful Participant,647
40043,Zhouwang Yang,A,Successful Participant,20
40044,YULING LI,D,Successful Participant,811
40045,Zhong Tan,A,Successful Participant,812
40046,Zhai Shi Mei,B,Successful Participant,647
40047,Haiyan Sun,A,Successful Participant,1
40048,Zhai Shi Mei,A,Successful Participant,647
40049,Hui Min,C,Meritorious,810
40050,Baodong LIU,D,Honorable Mention,210
40051,Xiaoming Fan,D,Successful Participant,138
40052,Peng Gao,B,Honorable Mention,1
40053,Peixing Li,A,Successful Participant,28
40054,Tian Li,B,Successful Participant,813
40055,Hong Chao,A,Successful Participant,69
40056,Radleigh G Santos,C,Meritorious,814
40057,Hui Lv,C,Successful Participant,815
40058,Shujin Wu,A,Successful Participant,66
40059,Baodong Liu,C,Honorable Mention,210
40060,Liping Zhang,B,Successful Participant,251
40061,Yongdong Zhang,A,Successful Participant,28
40062,Xiaofeng Ding,A,Successful Participant,1
40063,Yanhui Guan,A,Successful Participant,28
40064,Heng Liu,B,Honorable Mention,815
40065,Xianfeng Wang,A,Successful Participant,9
40066,Zhujun Fan,D,Honorable Mention,28
40067,Wendong Shi,D,Honorable Mention,39
40068,Yulin Fang,B,Successful Participant,311
40069,Dai Xi,C,Successful Participant,26
40070,Yuan Ming Hu,A,Successful Participant,25
40071,Haitao Yang,B,Honorable Mention,63
40072,Jessica S Sidman,B,Honorable Mention,816
40073,Jianxin Zhu,A,Honorable Mention,63
40074,Li Cui,B,Honorable Mention,50
40075,Chunzhi Yang,C,Meritorious,815
40076,Jessica S Sidman,B,Honorable Mention,816
40077,Jian Yuan,C,Successful Participant,12
40078,Aijiao Deng,D,Successful Participant,25
40079,HAIYAN SUN,A,Honorable Mention,1
40080,Yuanming Hu,D,Successful Participant,25
40082,Jessica S Sidman,A,Honorable Mention,816
40083,Jessica S Sidman,B,Honorable Mention,816
40084,Dongyun Du,A,Honorable Mention,817
40085,Wei Xiang,C,Honorable Mention,815
40086,Xiaonan Qiao,B,Successful Participant,9
40087,Xinchao ZHAO,D,Successful Participant,6
40088,Liping Zhang,A,Successful Participant,251
40089,Yongyun Hu,A,Successful Participant,47
40090,Xiaojun Cui,B,Honorable Mention,57
40091,Jing Xu,A,Successful Participant,818
40092,Juan Yang,B,Honorable Mention,6
40093,Chunxiong Luo,D,Meritorious,47
40094,Yuqin Zhang,B,Honorable Mention,303
40095,Bo Zhang,A,Honorable Mention,47
40096,Pei Sun,A,Honorable Mention,739
40097,Pei Sun,A,Successful Participant,739
40098,Yanhui Li,A,Successful Participant,28
40099,Pei Sun,A,Successful Participant,739
40100,Pei Sun,A,Successful Participant,739
40101,LUO Shizhuang,B,Successful Participant,709
40102,Mei Lu,C,Successful Participant,207
40103,Yunzhi Zou,A,Honorable Mention,3
40104,Dai Yu,A,Successful Participant,819
40105,Dai Yu,B,Honorable Mention,819
40106,Gao Tianhan,B,Successful Participant,820
40107,Xiaoming Pen,B,Successful Participant,362
40108,Gao Tianhan,B,Successful Participant,820
40109,Gu Yu,A,Successful Participant,764
40110,Gu Yu,B,Successful Participant,764
40111,Han Chunyan,B,Successful Participant,821
40112,Han Chunyan,B,Successful Participant,821
40113,Huang Liping,A,Successful Participant,821
40114,Huang Liping,B,Successful Participant,821
40115,Lang Jun,A,Successful Participant,764
40116,Duokui Yan,A,Successful Participant,1
40117,Xiaoming Pen,D,Meritorious,362
40118,Shesheng Zhang,B,Honorable Mention,659
40119,Yuhang Jing,B,Honorable Mention,822
40120,Jing Zhang,D,Honorable Mention,686
40121,Jing Zhang,A,Successful Participant,686
40122,Yujie Xu,A,Successful Participant,686
40123,Zhao Zhitao,D,Successful Participant,135
40124,Heli Gao,C,Honorable Mention,823
40125,Zhao Zhitao,A,Successful Participant,135
40126,Liguo Huang,D,Honorable Mention,823
40127,Hengchao Li,B,Successful Participant,12
40128,Xinsheng Xu,A,Successful Participant,823
40129,Ganzhou Wu,A,Successful Participant,824
40130,Xiangkai Dou,B,Successful Participant,823
40131,Xia Song,C,Honorable Mention,823
40132,Weixun Li,A,Successful Participant,824
40133,Kanghua Zeng,D,Successful Participant,138
40134,Lei Wang,D,Honorable Mention,823
40135,Chengqing Li,A,Honorable Mention,406
40136,Ming Liang,A,Successful Participant,824
40137,Hao Wu,A,Successful Participant,207
40138,Lianzu Jiao,A,Successful Participant,825
40139,Bo Deng,A,Successful Participant,824
40140,Lianzu one Jiao,B,Honorable Mention,20
40142,Hongyan Wang,D,Successful Participant,826
40143,Tang Qian,A,Successful Participant,826
40144,Lianzu Jiao,A,Successful Participant,825
40145,Lizhuo Zhang,A,Honorable Mention,41
40146,Yin Liangliang,C,Successful Participant,826
40147,Liu Xiaoxia,D,Honorable Mention,826
40148,Hao Yu,A,Successful Participant,1
40149,Jianwei Xia,A,Successful Participant,827
40150,Linhan Li,B,Successful Participant,828
40151,Jia Peipei,A,Successful Participant,826
40152,Xiao Qian,A,Successful Participant,826
40153,Jianpeng Wang,D,Honorable Mention,380
40154,Peng Wang,A,Successful Participant,829
40155,Chuanze Niu,B,Successful Participant,830
40156,Lianzu Jiao,A,Successful Participant,825
40157,Haitao Xu,A,Successful Participant,827
40158,Han Zhuhua,B,Successful Participant,826
40159,Na Zhao,A,Successful Participant,9
40160,Peng Wang,B,Successful Participant,829
40161,Jianyong Zhang,B,Successful Participant,380
40162,Yuan Zhao,A,Successful Participant,826
40163,Lianzu Jiao,A,Honorable Mention,825
40164,Peng Wang,A,Successful Participant,829
40165,Anwen Liu,A,Successful Participant,20
40166,jijin yi,A,Successful Participant,827
40167,Jianyong Zhang,B,Successful Participant,380
40168,Libin Wang,A,Successful Participant,826
40169,Peng Wang,A,Successful Participant,829
40170,Zhongyan Li,A,Successful Participant,700
40171,Peng Wang,B,Successful Participant,829
40172,Jianpeng Wang,C,Successful Participant,380
40173,Peng Wang,A,Successful Participant,829
40174,Peng Wang,A,Successful Participant,829
40175,Huili Ma,A,Successful Participant,380
40176,Peng Wang,B,Successful Participant,829
40177,Fengfei Gong,A,Successful Participant,429
40178,Kaiping Xue,A,Successful Participant,831
40179,Ding Zhengzhong,D,Meritorious,620
40180,Binwu Zhang,A,Honorable Mention,380
40181,Ding Zhengzhong,D,Honorable Mention,620
40182,Zheyong Qiu,D,Honorable Mention,832
40183,Ruonan Zhang,C,Successful Participant,826
40184,Ding Zhengzhong,A,Successful Participant,620
40185,Zheyong Qiu,D,Meritorious,832
40186,Zheyong Qiu,A,Successful Participant,832
40187,Ding Zhengzhong,A,Successful Participant,620
40188,Hongxia Miao,D,Successful Participant,184
40189,Hao Shen,A,Honorable Mention,832
40190,An Zhipeng,A,Successful Participant,826
40191,Hao Shen,C,Honorable Mention,832
40192,Hua Jiukun,A,Successful Participant,620
40193,Hao Shen,A,Honorable Mention,832
40194,Haiyan Sun,A,Honorable Mention,1
40195,Xinchao ZHAO,B,Meritorious,6
40196,Hua Jiukun,A,Meritorious,620
40197,Zhifeng Zhang,D,Successful Participant,832
40198,Wei Zhou,A,Successful Participant,163
40199,Aimin Jiang,A,Successful Participant,184
40200,Zhifeng Zhang,A,Honorable Mention,832
40201,Hua Jiukun,A,Successful Participant,620
40202,Zhifeng Zhang,A,Honorable Mention,832
40203,Hua Jiukun,A,Successful Participant,620
40204,Wei Zhou,D,Successful Participant,163
40205,Xinchao Zhao,D,Honorable Mention,142
40206,Fengpan Zhang,A,Successful Participant,554
40207,Yubin Zhong,D,Meritorious,456
40208,Huili Ma,A,Successful Participant,380
40209,Wei Li,A,Successful Participant,832
40210,Wei Zhou,C,Successful Participant,163
40211,Wei Li,C,Honorable Mention,832
40212,Zhao Heng,A,Successful Participant,620
40213,Xuan Guang,A,Successful Participant,9
40214,Pan Zhi,B,Successful Participant,70
40215,Wei Li,D,Successful Participant,832
40216,Zhao Heng,A,Successful Participant,620
40217,Wei Zhou,A,Successful Participant,163
40218,Zhensheng Gao,A,Successful Participant,512
40219,Zhao Heng,D,Honorable Mention,620
40220,Chengjia Li,C,Honorable Mention,832
40221,Wei Zhou,A,Successful Participant,163
40222,Zhao Heng,D,Successful Participant,620
40223,Chengjia Li,A,Successful Participant,832
40224,Yuanming Hu,C,Successful Participant,25
40225,Chengjia Li,D,Honorable Mention,832
40226,Miaohua Jiang,B,Honorable Mention,352
40227,Qiang Guo,C,Successful Participant,833
40228,An Ni,C,Successful Participant,826
40229,Zongmao Cheng,B,Successful Participant,832
40230,Yubin Zhong,A,Successful Participant,456
40231,Li Yinfei,A,Successful Participant,620
40232,Jingjing Lian,A,Successful Participant,6
40233,Qingan Cui,A,Successful Participant,159
40234,Zongmao Cheng,B,Successful Participant,832
40235,Yongqiang Zhao,A,Successful Participant,834
40236,HaiBin Duan,A,Successful Participant,1
40237,Yubin Zhong,C,Meritorious,456
40238,Li Yinfei,A,Successful Participant,620
40239,Kewei Liang,B,Honorable Mention,63
40240,Wei Zhou,A,Successful Participant,163
40241,Yubin Zhong,D,Honorable Mention,456
40242,Li Yinfei,A,Successful Participant,620
40243,xingming shu,D,Honorable Mention,71
40244,Wei Zhou,A,Successful Participant,163
40245,Zhonghao Xu,A,Successful Participant,66
40246,Yubin Zhong,A,Meritorious,456
40247,Li Yinfei,C,Meritorious,620
40248,Dongkai Zhang,A,Successful Participant,834
40249,Shu Li,A,Honorable Mention,9
40250,Wei Zhou,A,Successful Participant,163
40251,Meikai Wan,B,Successful Participant,12
40253,Junhao Peng,A,Honorable Mention,456
40254,Yang Xiaorong,C,Honorable Mention,620
40255,Yang Xiaorong,A,Honorable Mention,620
40256,Wei Zhou,B,Successful Participant,163
40257,Lanxin Chen,A,Successful Participant,834
40258,Jian Qin,A,Successful Participant,456
40259,Yang Xiaorong,A,Meritorious,620
40261,Xiaochen Sun,B,Successful Participant,303
40262,Jian Qin,A,Honorable Mention,456
40263,Yang Xiaorong,C,Honorable Mention,620
40264,Songjing Wang,B,Successful Participant,156
40265,Qiu Yuyang,A,Successful Participant,620
40266,Xueyi Zhang,D,Honorable Mention,64
40267,Yong Liang,B,Successful Participant,835
40268,Qiu Yuyang,A,Successful Participant,620
40269,Guogang Liu,B,Honorable Mention,700
40271,Qiu Yuyang,A,Honorable Mention,620
40272,Yong Liang,A,Successful Participant,835
40273,Weidong Li,B,Successful Participant,256
40274,Qiu Yuyang,A,Successful Participant,620
40275,Xiaoping Yang,A,Successful Participant,39
40276,Baodong LIU,C,Honorable Mention,210
40277,junjie zhou,B,Successful Participant,836
40278,Namei He,A,Successful Participant,3
40279,Wenbo Zhang,A,Successful Participant,6
40280,Ke Chen,A,Honorable Mention,294
40281,Ke Chen,A,Successful Participant,294
40282,Fan Yang,A,Successful Participant,837
40283,Hong Liu,D,Meritorious,128
40284,Xuemei Sun,B,Successful Participant,294
40285,Xiaobo Yin,A,Successful Participant,206
40286,Deng Aijiao,A,Successful Participant,25
40287,Xuemei Sun,A,Successful Participant,294
40288,Yanfei Shu,A,Successful Participant,128
40289,Lang Jun,A,Successful Participant,764
40290,Wei Pu,A,Honorable Mention,12
40291,Jiang Linying,B,Successful Participant,821
40293,Ren Mu,B,Successful Participant,478
40294,Jiang Nan,A,Successful Participant,838
40295,Haiyan Sun,A,Honorable Mention,1
40296,Jiang Nan,A,Successful Participant,838
40297,Liu Yixian,A,Successful Participant,821
40298,Liu Yixian,B,Successful Participant,821
40299,Liu Hongjuan,A,Successful Participant,839
40300,Jiangli Wang,B,Successful Participant,617
40301,Liu Hongjuan,B,Successful Participant,839
40302,Ke HongWei,B,Successful Participant,840
40303,Zhong Chen,A,Successful Participant,99
40304,Zuguo He,A,Successful Participant,6
40305,Jun Wang,A,Successful Participant,837
40306,Yu Hai,A,Successful Participant,841
40307,Yu Hai,B,Honorable Mention,841
40308,Zhang Li,B,Honorable Mention,821
40309,Zhang Li,A,Successful Participant,821
40310,Jianguo Liu,A,Successful Participant,833
40311,Zhao Yong,A,Successful Participant,764
40312,Keshe Ni,A,Successful Participant,842
40313,Zhao Yong,B,Successful Participant,764
40314,Zhao Jianzhe,A,Successful Participant,821
40315,YIQING SONG,A,Successful Participant,130
40316,YIQING SONG,A,Successful Participant,130
40318,Zhao Jianzhe,A,Successful Participant,821
40319,JingHua Chang,A,Successful Participant,64
40320,Linlin Shao,A,Successful Participant,47
40321,Li Dayu,B,Honorable Mention,843
40322,Li Dayu,A,Successful Participant,843
40323,Guolin Sun,A,Successful Participant,1
40324,Jinsong Li,B,Honorable Mention,71
40325,Jun Ye,A,Successful Participant,207
40326,Wei Meng,A,Successful Participant,837
40327,Huaping Xu,B,Successful Participant,1
40328,Jun Xing,A,Successful Participant,699
40329,Heng Liang,A,Successful Participant,207
40330,Qiang GUO,D,Successful Participant,833
40331,Zhiqiang Chang,A,Successful Participant,844
40332,Bo Yang,B,Successful Participant,27
40334,Qi Wang,A,Honorable Mention,600
40335,Liuyi Zhong,A,Honorable Mention,25
40336,Qi Wang,A,Meritorious,600
40337,Zhenglu Jiang,A,Honorable Mention,28
40338,Xiaowei Chen,A,Honorable Mention,9
40339,Qiru Wang,A,Successful Participant,28
40340,Zhan Xiang,A,Successful Participant,845
40341,Zhan Xiang,A,Successful Participant,845
40342,Xiaojun Lu,B,Honorable Mention,846
40343,Xiaojun Lu,A,Successful Participant,846
40344,Li Bo,B,Successful Participant,847
40345,Junxiang Li,A,Successful Participant,848
40346,Chun-Feng Wang,D,Honorable Mention,231
40348,Liuyi Zhong,A,Honorable Mention,25
40349,Xiangde Zhang,B,Honorable Mention,849
40350,Xiangde Zhang,A,Successful Participant,849
40351,Xiaodong Zhang,A,Meritorious,214
40352,Xiangde Zhang,A,Successful Participant,849
40353,Yanling Su,A,Honorable Mention,41
40354,Baodong Liu,D,Meritorious,850
40355,Hegui Zhu,A,Honorable Mention,851
40356,Hegui Zhu,A,Meritorious,851
40357,Fei Han,C,Meritorious,482
40358,Hegui Zhu,B,Honorable Mention,851
40359,Chun-Feng Wang,D,Honorable Mention,231
40360,Lihua Zhao,B,Successful Participant,566
40361,Shanshan Li,A,Successful Participant,852
40362,Chun-Feng Wang,A,Successful Participant,231
40363,Yuhu Sun,D,Honorable Mention,853
40364,Chun-Feng Wang,B,Successful Participant,231
40365,Xianfeng Wang,A,Successful Participant,9
40366,Wei Zhang,A,Honorable Mention,854
40367,Zhi Li,D,Meritorious,855
40368,Shanshan Li,A,Successful Participant,852
40369,Yuan Li,A,Honorable Mention,853
40370,Rongrong Song,A,Successful Participant,852
40371,tan zhong,A,Successful Participant,856
40372,Yanhui Guan,A,Successful Participant,28
40373,Shanshan Li,A,Successful Participant,852
40374,Rongrong Song,B,Honorable Mention,852
40375,Jufeng Wang,A,Successful Participant,800
40376,yongfei jin,D,Honorable Mention,45
40378,Shanshan Li,A,Successful Participant,852
40379,Zhandong Xu,D,Successful Participant,87
40380,Rongrong Song,A,Successful Participant,852
40381,Huixing ZHANG,A,Successful Participant,806
40382,Jufeng Wang,A,Successful Participant,800
40383,Bo Li,A,Successful Participant,206
40384,Qi Yongqiang,D,Meritorious,806
40385,Junmin Zhang,A,Successful Participant,104
40386,Gaoping Li,D,Honorable Mention,852
40387,Zhixia Ma,A,Honorable Mention,852
40388,Yao Xiangjuan,D,Successful Participant,806
40389,Yan Chen,A,Successful Participant,857
40390,Gaoping Li,A,Successful Participant,852
40391,Zhixia Ma,A,Successful Participant,852
40392,Tian Shoufu,A,Successful Participant,806
40393,Zhixia Ma,A,Honorable Mention,852
40394,Gaoping Li,B,Successful Participant,852
40395,Jiang Yingzi,A,Meritorious,858
40396,Jun Yang,A,Successful Participant,852
40397,Gaohui Peng,B,Successful Participant,859
40398,Jiang Yingzi,B,Honorable Mention,858
40399,Zhuangchu Luo,B,Successful Participant,25
40400,Enshui Chen,A,Honorable Mention,98
40401,Xiaoyan Sun,A,Successful Participant,860
40402,Jun Yang,A,Successful Participant,852
40403,Li Subei,A,Successful Participant,858
40404,Yuanzhang Zhang,A,Successful Participant,859
40405,Jun Yang,B,Honorable Mention,852
40406,Zixuan Zhang,B,Honorable Mention,611
40407,Xiaoyuan Wang,C,Successful Participant,460
40408,Qiang Hua,A,Successful Participant,861
40409,Lihui Tu,B,Successful Participant,800
40410,Jun Yang,B,Successful Participant,852
40411,Lihui Tu,A,Successful Participant,800
40412,Jun Yang,A,Successful Participant,852
40413,Lihui Tu,B,Successful Participant,800
40414,Xiaoyuan Wang,A,Successful Participant,460
40415,Jun Yang,A,Successful Participant,852
40416,Wang Dongdong,A,Successful Participant,858
40417,Qiang Hua,A,Honorable Mention,861
40418,Zuguo He,D,Honorable Mention,6
40419,shengshan cao,D,Honorable Mention,862
40420,Yanling Li,A,Successful Participant,859
40421,Yong Wu,C,Honorable Mention,800
40422,Yong Wu,B,Successful Participant,800
40423,Kaibin Lei,A,Successful Participant,852
40424,Qiang Hua,A,Successful Participant,861
40425,Yong Wu,B,Successful Participant,800
40426,Xingchun Liu,A,Honorable Mention,1
40427,Jie Zhou,A,Honorable Mention,3
40428,Yong Wu,B,Successful Participant,800
40429,Hongliang Liu,A,Meritorious,406
40430,Tiande Zhang,A,Honorable Mention,210
40431,Yuan Jia,A,Successful Participant,1
40432,Hongliang Liu,A,Honorable Mention,406
40433,Cuilian You,A,Successful Participant,518
40434,Hao Shang,A,Honorable Mention,863
40435,Hongliang Liu,A,Meritorious,406
40436,Gong Dunwei,B,Successful Participant,806
40437,Dang Luo,B,Honorable Mention,859
40438,Hongliang Liu,B,Meritorious,406
40439,Yaru Qi,A,Successful Participant,864
40440,Cuilian You,A,Successful Participant,518
40441,Min Pan,A,Successful Participant,865
40442,Hongliang Liu,B,Honorable Mention,406
40443,Wei-Shi Zheng,A,Successful Participant,5
40444,Cuilian You,A,Successful Participant,518
40445,Hongliang Liu,A,Successful Participant,406
40446,Hongliang Liu,A,Meritorious,406
40447,Hongliang Liu,A,Honorable Mention,406
40448,Hongliang Liu,A,Honorable Mention,406
40449,Hongliang Liu,B,Successful Participant,406
40450,Hongliang Liu,B,Honorable Mention,406
40451,Guangming Zhou,A,Successful Participant,406
40452,Chuan Ding,A,Honorable Mention,16
40454,Z.C. Luo,B,Successful Participant,25
40455,Guangming Zhou,A,Meritorious,406
40456,Mei Dong,A,Honorable Mention,20
40457,Yuan Haojie,C,Honorable Mention,866
40458,Guochun Zhang,A,Successful Participant,518
40459,Zongyu Zuo,D,Honorable Mention,1
40460,Hongjun Wu,A,Successful Participant,859
40461,Fumei Rong,B,Successful Participant,863
40462,Liu Yang,A,Honorable Mention,406
40463,Zhuangchu Luo,A,Successful Participant,25
